Comment,Label
Y 7.1 k dislike damm shit idiots,HATE
Maranam trailer.......  En appan military kaaran daa odii oliyava sollitharuva,NON_HATE
செம செம செம கான்சப்ட் படம் கண்டிப்பா மிரட்டும்,NON_HATE
Dhanushhh Annaa Tlgu State la mvi release pannu Annaa ...,NON_HATE
வரலாம் வரலாம் வா வரலாம் வா பைரவா,NON_HATE
padam release agarathuku munnadi 15 million view edukanum,NON_HATE
இந்த படம் வெற்றிபெற வாழ்த்துக்கள்  இந்த உயர்ந்த சமூகத்தின் நியாயத்தை உரக்க சொல்லும் படம் இதற்காகத்தான் இவ்வளவு காலம் காத்திருந்தோம் அதுதான் சத்தியமான உண்மை இந்த படத்தினை நாங்கள் வெற்றியடையச் செய்வோம்,NON_HATE
Rajini Kum coma pola 🤣 1996 la solla vendiya dialogue adhu,NON_HATE
Marana Waiting Anna படம் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE
"ஒன்னு புரியுது : தலித் மக்களை..மத்த ஜாதி மக்கள் இன்னும் அவங்களுக்கு சமமா மதிக்க மனசு வரல.. எத்தனை ஜாதி சார்பா வாழ்த்து சொல்லுறீங்க..தமிழனா பிறந்தத்துக்கு வெட்கப்பட வச்சுட்டீங்க நண்பர்களே ...தலித் மக்கள் கொஞ்சம் முன்னேற ஆரம்பிச்சதும் இப்பிடி அவங்க மேல வெறி ஆ இர்ருக்குறது நியாயமா? உங்க மனச தொட்டு சொல்லுங்க.. எத்தனை வில்லேஜ் ல இன்னும் தலித் மக்களை நாய் மாதிரி நடத்துறாங்க னு..பாருங்க...இந்த தலித் மக்களுக்கு இடவொதுக்கீடு , பாதுகாப்பு சட்டம் இல்லனா அவங்கள என்ன எல்லாம் பண்ணுவீங்க..இப்பிடி ஒரு வெறி மிருகத்துக்கு இருக்கும்.. ஆனா என் தமிழ் சமுதாயத்துக்கு .. அதுவும் இப்பிடி படிச்சு இருக்கிற நண்பர்களுக்கு இர்ருக்குறது வெட்கக்கேடு ..",HATE
A different try..well done adhi bro,NON_HATE
Thala parthi sollava  venum eppavum thala tha,NON_HATE
Intha varusathula yogi babu'ku 50 padam vanthurukum polayae... release agura ellla padathulayum irukapala...,NON_HATE
"sundar c pannada, vj unakku chance kodukkala nu avara kalaichuteela, aadhi laam oru aalu nu avunukku sappi vidravan thaana nee",HATE
Yenda AL vijay unaku kangana thavira Vera yarume call sheet tharalaya ipdi vechi senjitiye da,HATE
படம் வெற்றி அடைய திருவண்ணாமலை வன்னியர் சத்திரியர் சார்பாக வாழ்த்துக்களை தெரிவிக்கிறோம்,NON_HATE
plz make it 1 million like ! thala fans make it fast,NON_HATE
Thala & U1 Combo Vera level,NON_HATE
Semmma maasss.. Thalaivar style.. .. Super thalaiva.. 🤘🤘,NON_HATE
I am here from tik tok,NON_HATE
Enda yogi Babu VA podringa vera yarume ilaya Ava munja paka mudilada konjom avuthu screen face Iruka avanuku thu,HATE
Vera level nadipu die heart fan of Surya,NON_HATE
Vera Leaval movie ah irukum I am waiting,NON_HATE
Periya jack  sparrow  Nu nenaipph,HATE
பெண்களை குறி வைத்து பல குடும்பங்களை சீரழிக்கும் கும்பலின் முகத்திரையைக வெளி உலகிற்கு காட்ட போகும் திரைப்படம்               Draupathi திரெளபதி  கொங்கு வெள்ளாள கவுண்டர் சார்பாக படம் வெற்றி பெற மனம்மார்ந்த வாழ்த்துக்கள்,NON_HATE
Andha parva marana mass ah iruku,NON_HATE
Anna Vera level la erukku sema,NON_HATE
1 hour 1 million likes,NON_HATE
who all are after jellikettu trailer,NON_HATE
waw. super osssm trailer love akki and rajni ..sir osssmmm,NON_HATE
vijay vijay taan suriya mokka taan,HATE
நா வெளிநாட்டில் வேலை செய்கிறேன் இந்த படத்த ஊர் ல வந்து பாக்கனும் ஆசை  இந்த படம் கண்டிப்ப ஒரு மாற்றத்த உண்டு பண்ணும் னு நெனைக்கிறவங்க மட்டும் லைக் பண்ணுங்க,NON_HATE
Dai trailer ah ennada idu??bomb vedichamadri aduruthu THALAIVAAAAAAAAAA,NON_HATE
Vijay sethupathi....   ..... Mass Thala Nee....,NON_HATE
"எதுவுமே முடிவில்லை , முடிவின் தொடக்கமும் இல்ல , தொடக்கத்தின் முடிவினு வேணும்னா வச்சுக்கலாம் . .. ... ... ... ... ஷப்பா முடியல டா சாமி .....",HATE
Marana massa irruku VJS Vera level from Andhra,NON_HATE
2109 BlockBuster list la kaithi  kandippa varum,NON_HATE
Ultimate trio - Rajni vs Vijay Sethupathi vs Nawazuddin,NON_HATE
Karthik subburaaj  direction na summa vapetta,NON_HATE
Romba naalaikku appuram edit music dialogue ellame alagna oru magic kuddos team,NON_HATE
A R RAHMAN dum dum dum...,HATE
Dai server Sundaram aduthavarusam varuma illa varatha,NON_HATE
Epdi oru padathadha than naan ethir parthen,NON_HATE
Mokkada .pazaya movieyoda remake mathiriya iruki,HATE
எங்க ஊர் நன்னிலம் கும்பகோணம் பக்கம்... என் சொந்த ஊர்...,NON_HATE
செம்ம செம்ம விஷால் மற்றும் ரவி இருவரும் வித்தியாசமான கதைகளை தேர்ந்தெடுத்து நடிக்கிறார்கள்...... WISHES FROM THALAPATHY RASIGAN,NON_HATE
No one in indian cinema can create a cinematic universe,NON_HATE
Jayam after wkup 16 years.. Deii boologam hitt ah.. Cooomali 2,NON_HATE
"NGK Maari selvaraghavan Padam edukalam, previous movies la climax tragedy ya irukum.",NON_HATE
பண்டூரா கிரகம் அவதார் இனத்தின் சார்பாக படம் வெற்றிபெற வாழ்த்துகள்...,NON_HATE
Thalaivaa.. ... nee epavume superstar thaan....,NON_HATE
THALA daaaa HARD WORK NEVER,NON_HATE
Audha ezhuthu continuation maari irukku. 🤔🤔,NON_HATE
கொங்கு வேளாளர் கவுண்டர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்  கோயம்புத்தூர் கவுண்டன்,NON_HATE
Namkitta kaadu iruntha yeaduthukiduvanga Roouva iruntha pudienkikevanga padippu mattum namkitta iruntha yeaduthaka mudiyathu... ....,HATE
Any NGK bgm fans like here,NON_HATE
Singam da Just a Few Minutes 1 Million Views da Ithukku Per Than Marana Mass SURYA da,NON_HATE
சேலம் மாவட்டம் ஓமலூர் வட்டம் மூங்கில்படி கிராமம் சேனைகவுண்டனூர் வீர சத்ரியன் சார்பாக வீர வன்னியன் சார்பாக இப்படம் வெற்றிபெற வாழ்த்துக்கள் நன்றி,NON_HATE
Enagada ipdi padathula marana katu katirukinga,HATE
Padathuku wait panravanga hit a like,NON_HATE
Pana veri pedicha Sony music. Oru video kuda download  pannama pannivachurukkanaka. Pana veri konda nai,HATE
10.5 m 3 clock kulla varuma,NON_HATE
Nadipin nayagaversatile kingexpression kingsollitey polam thalaiva unnaku inga tamil cinema la potti illa kamal sir tha nadipunu solluvanga ne minchita thalaivaanbana fans ku periya treat,NON_HATE
Thala old get up la kuda superb,NON_HATE
romba naal Ethir partha padam daaaa parkkum pothe goosebumps aguthu....,NON_HATE
This movie is telugu movie remake.  movie name sri mahalakshmi,NON_HATE
"Yintha Kaalakattatirku Yerpa Ulla Filem, Valtukal Tiraubati Team, unggal Filem Vetri Magudathai Yhenthum...super ba",NON_HATE
Ayyo ippove padam release pannungappa. I can’t wait till pongal.,NON_HATE
Flask back la perusa yatho vachirukanga polla yathaium solla,NON_HATE
Yenda graphics ah irumthalum oru niyayam venamada..,HATE
அடங்க மறுத்தா அறுத்து போட்றுவோம்.    டெடிகேட் டு பா ரஞ்சித் மற்றும் திருமா...,HATE
முற்றிலும் வித்தியாசமான கதாபாத்திரத்தில் திரு உதயநிதி அவர்கள்....,NON_HATE
Semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala,NON_HATE
அடேய் தலைவர் ரஜினி பத்தி தயவு செய்து தப்பா சொன்னா படம் ஓடுவது கஷ்டம் தான் பாத்துக்க,NON_HATE
"Semma padamda ,oru padatha padamathaan pakoaaaaanum ,",NON_HATE
First real aambilai director in tamil cinema...,NON_HATE
MASS MASS MASS VERA LVL SURYA LOVERS LIKE HERE,NON_HATE
Who say in thumbnail Surya looks like Petta Rajini,HATE
malayali surya fans smash like button,NON_HATE
Brother evanukkum payappadathingaaa ... Nammala immune panna mudiyathu.....,NON_HATE
கொங்கு வேட்டுவக் கவுண்டர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் ங்க,NON_HATE
வணக்கம் டா மாப்ள தருமபுரியில இருந்து.....ட்ரெய்லர் பார்த்தன் டா...டேய் ஜாதி வெறி பசங்கள உங்களுக்கு தாண்டா....படம் படுத்துக்கும்டா,NON_HATE
உயர் சாதி பெண்களை நல் முறையில் காதலித்து திருமணம் முடித்து வாழ்ந்து கொண்டு இருக்கும் பறையர் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் ......,NON_HATE
1:19 la yaaru athu. He's looking like teejay ..,NON_HATE
a  M a n i r a t h n a m   f i l m,NON_HATE
Vijay  nd   Ajith Anna   mutual   fan's   like mee... I'm telangana.. THALLA,HATE
Epadi paathalum thala massssssssssssss ah irukaaru,NON_HATE
Pathu sethu pongada gandugala petta kitta matti kanthalaga poreengada chottus,HATE
WOW !!! Vani Bhojan on Big screen !!!,NON_HATE
Thalapathy:Varlam varlam vaaa bayama..! Ajith: Engitu vara Ipo thaan producer ah eh pudicha #THERIMassBAIRAVAATeaser,NON_HATE
இராமநாதபுரம் மாவட்டம் முக்குலத்தோர் சார்பாக வாழ்த்துக்கள் அண்ணன் G.மோகன் அவர்களுக்கு,NON_HATE
2004 kids liking Super star. I am also born on 2004,NON_HATE
Guruji rajnikanth.. Parnam & I am from Durg (cg),NON_HATE
Mass  Dhanush  manju  vetri,NON_HATE
Mugamudi 2 mari ilama iruntha seri,HATE
Frame to frame remaje of Hindi movie pink,HATE
Jayam ravi acting sema movie sema comedy ha irukum pola,NON_HATE
Superstar coming back  Petta pattaya iriki,NON_HATE
Masssssssssssss trailer waiting for Petta in Big Screen Soon  Semmmma kollai kandu ley irukken semmmmma dialogue......,HATE
Thala amasing thala thala thala thala,NON_HATE
உண்மையிலே தன்னடக்கதோடு செம்ம      மாஸ்-னா - அது தல ஒருத்தர் தான்.,NON_HATE
Engada nivetha pethuraj.. Oru scene la matu potu emathitinga..,HATE
We want old dubbing team avengers endgame,NON_HATE
Pottai Ajith Fans Vanthamaa Dislikes Pothama Pothikithu Ponama Irunga Ilana NExt Unga Toppa Padam Teaser Varum Pothu Dislikes Therikkum  Pathukugada... Dislikes Poda Vaaku Illa Neegalam Ethuku Da Uyiroda Irukinga Konjam Urine Yeh Vangi Kudingada Vijay Fans Kitta.,HATE
Semma comedy festival irukku 🤣🤣🤣. Rajini sir. 1996 laiye solli irukaru pa,NON_HATE
ena da epadi eduthu vechurikinga . vera level vetrimaran sir Dhanush combo plz do more films,NON_HATE
சீர்காழி வன்னியர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE
Hit like -> Hiphop tamizh fans,NON_HATE
Teaser sarkar teaser alavuku pogalaye  nanba y,NON_HATE
1 M Likes varanum share maximum,NON_HATE
Pink movie remake..in tamil...ajith sir masss,NON_HATE
so poor vfx. i m disappointed,HATE
Thalaivar Baasha sirippu background la vandha odane goosebumps pa,NON_HATE
Comments fulla patha padam hit aaga vazhthukal sollunga parava illa ana jaathi serthu solladhinga adutha thalamuraiku jathi pathi solladhinga padiparivu sollikodunga veeratha sollikodunga jaathi mattum vena please,NON_HATE
தல கிட்ட மோதனா தாரு மாரு தான்டா,NON_HATE
"என் சார்பாக 50 பேரை தியேட்டருக்கு கூப்ட்டு போவேன், 100 பேரை கூப்ட்டு போவேன் ன்னு ஒவ்வொரு சமுதாயத்தை சேர்ந்தவனும் ட்ரைலர் பாத்திட்டு கமெண்ட் பண்றாங்க ன்னா நாடக காதல் எத்தனை குடும்பங்களை சீரழிச்சு இருக்குது ன்னு தெரிய வருது.   வாழ்த்துக்கள் # திரெளபதி & டீம்",NON_HATE
yenna da trailer ethu .....epadi pullarikuthu.....thala ....Shiva....aniruth ........verithaanam,NON_HATE
Sondhama podama already irukuradhu eduthu potadhu aanmai illadhavan panradhu nu illaiyaraja oru interview la solli kaetruken,HATE
sarkar thalapathy fans hit like...,NON_HATE
Ultimate tala   vera level sir neenga,NON_HATE
thala daa  visay oruthan thaan wigamaari oora emathuram  1 58 sec packs serupadi for,HATE
Marana Massssss ....  A Karthik subburaj Padam   .. 1st pongal Ku kaasu ready pannikinum !! Neraya iruke. !!,NON_HATE
viswasam trailer pathutu inga vandhavanga like podunga,NON_HATE
Appo NGK  enna aachi...  Orrree kolappama iruku plz yaarachum therinja konjam sollunga..,NON_HATE
Semmaya iruka kandipa 100 nalla thandum enga thalaiku vazhthukal,NON_HATE
Hahahahahaha.... இது 96 ... யார ஏமாதுறீங்க....,HATE
"1 hour ,360k views ,160k likes , 10k comments,,,,,wow wow wow wow",NON_HATE
சாதி வெறியர்களின் ஆதரவு நிச்சயம் இந்த படத்திற்கு உண்டு. மனிதனின் மாண்பு அழிய சாதி வளரும்  இப்பல்லாம் யாருப சாதி பாக்குறாங்க...... அழிக்கப்பட வேண்டிய விஷச் செடியை... விருட்சமாக வளர்த்தெடுப்பொம்.... பிறப்பால் உயர்வு தாழ்வு பார்ப்போம்,NON_HATE
End la vachan paaru thalaivaruke aapu.... ROFl max,HATE
my dear tala i love u so much dear unnaku oru girl  fan ah iruka romba perumai padren .....una enthalau pidikum na varthaye illa dear .....best actor to tmil dear unna mari oruthara na marage panna romba asi dear ....lots of love dear......,NON_HATE
Ngk decode pani part 2 edunga #@selvaraghavan,NON_HATE
"மீண்டும் ஒரு முத்திரை  பதிக்க, அஜித் ரசிகர்கள்  சார்பாக வெற்றி பெற வாழ்த்துகிறோம்",NON_HATE
Looks like big budget version of 'Postman on Zee5',NON_HATE
nee enna vasool mannan ah ???  yaara paathu enna kelvi ketkuran .... Thalapathy mass... SaNa bgm sema ... SaNa lift ups the teaser ...,HATE
திரெளபதி மாபெரும் வெற்றியடைய எல்லாம் வல்ல கிருஷ்ண பரமாத்மாவை பிரத்திக்கிறேன் எங்க ஜாதி கிருஷ்ணன் வகை சமுதாயம் சார்பாக வாழ்த்துகிறோம்,NON_HATE
Music starting viswasam theme maari iruku,HATE
May masam ngk. August masam kaappaan. Kolutthi viduringa,NON_HATE
rajini fans from Telugu states like here,NON_HATE
Hats Off Thalaiva... rajith nai mattutha padam yaduppana? Nanum Viluppuram Da. #kshatriyan,HATE
டைரக்டர் ரஞ்சித் எடுத்த புரட்சிநா. இதுவும் புரட்சி தான். செம்மா trailer.,NON_HATE
கடலூர் மாவட்டம் செம்மங்குப்பம் வன்னியர் சங்கம் சார்பாக நம் குல சாமியின் பெயரை படத்தின் பெயராக வைத்ததற்கும் படம் வெற்றி பெறவும் வாழ்த்துக்கள்.,NON_HATE
jai ajith jai pk jai hindh,NON_HATE
1:50 Semma frame!! VJS + STR!!,NON_HATE
Trailer oda teaser pudichavanga like podungaa,NON_HATE
Logic fails Nambura mathiri poi sollu da sangaru,HATE
Vikram name dialogue semma vikram nu name varum dialogue la nalla parunga,NON_HATE
கலிஃபோர்னியா காலிஃப்ளவர் சமூகம் சார்பாக திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்,NON_HATE
I am STR ßlood .......nkp vera level....thala mass,NON_HATE
KickAss Trailer !!! #Thalaivaaaaaaaa #HappyTears  #Atlee Pinteenga bro,NON_HATE
"Inthe Karumanthram Ella Enakku Venamda , Sikiram Gypsy Release Panni Tholenge",HATE
Enga thala ya onnum panna mudiyalala,NON_HATE
Thalapathy padam trailer ku apparam indha padathoda trailer ah back2back pakuren,NON_HATE
"பரியேறும் பெருமாள், அசுரன் போன்ற திரைப்படங்கள் வந்தபோது யாரும் ஜாதி படமாக பார்க்கவில்லை (இன்று பார்க்க வைத்து விட்டார்கள் என்பது வேறு விஷயம்) அதில் படைப்பாளிகள் திறமையை மட்டுமே பார்த்தோம்...அதேபோல்  பா.ரஞ்சித்தின் திரைப்படங்களிலும் பெரிதாக குறை ஒன்றும் இல்லை ஆனால் அவர் மேடைகளிலும், பேட்டிகளிலும் பேசுவது அநாகரீகத்தின் உச்சம்...இப்போது திரெளபதி திரைப்படத்தின் 2 நிமிட டிரைலர் மட்டுமே வெளியாகி உள்ளது...அதற்கு ஏன் இவ்வளவு எதிர்ப்பு? உங்களுக்கு உங்கள் ஜாதியின் பிரச்சினைகளை பேச இருக்கும் உரிமை மோகன் அவர்களுக்கு அவர் ஜாதியின் பிரச்சினைகளை பேச உரிமை இல்லையா?",HATE
Apdiyellam nadakaadhu Nadaka koodadhu Ultimate star is always  Handsome hunk 2M likes guaranteed,NON_HATE
மோகன் ஜீ இந்த படத்திற்கு நான் என்னால் ஆன நிதி உதவி அளிக்க விரும்புகிறேன்,NON_HATE
Dislike potavanuka amma va oda vittu okanum,HATE
yanga thalapathi tha da vasul manan.....#manda,HATE
Yaarellam Today View's Check  Panna Vandhinga Like Pannunga  #Asuran,NON_HATE
Big fanp suriya Telugu movie blockbuster,NON_HATE
Evanuku endha nattu mealaiyea pathiyam Thalaivaaaaa...,NON_HATE
Thala தமிழ் pesina samaya iruku   Thala thala thaan,NON_HATE
unmelaye trailer  vera level ya,NON_HATE
1m like reach aaga wait panra thala fans mass ah therika vidunga..,NON_HATE
"4படம் ஒழுங்கா ஓடவில்லை என்றால் அடுத்த படம் விவசாயம், மத்திய அரசுக்கு எதிராக, ரஜினியை கிண்டல் இதான் உங்க பொழப்பு",HATE
0:16 ku U Certificate overah illa...,HATE
Seeing comments... Ada paavingalaaa..  ivloo saathi erukaa  ... Nalla vella itha ellam nan paakama chennai la poranthann ...,HATE
இந்த படத்தை நாம் பார்ப்பதை விட நம் பெண்கள் கன்டிபாக தவறாமல் பார்க்க வேண்டும்,NON_HATE
Ingaa vanthum naangaa hash tag poduvomlaa #WeWantOldTamilDubbingTeamInAvengersEndGame Eppudi,NON_HATE
இப்படத்தை திமுக தலைவர் ஸ்டாலின் பார்க்க வேண்டிய படம்,NON_HATE
Dei 90's kids innum 80's kids yengaluke Kalyanam aavaama vettiyadhaan irukom adhukulla Periya trend Mayuru madhiri moochuku 300 dharava 90s kid.konjam adakungada thambigala,HATE
Ipdiye vadayaa suttu vj anna polachipaaru...!!,HATE
Sirappaana Tharamaana sambavam paaka porom pongaluku  Viswasam-like Petta-comment,NON_HATE
Masssss thala  Thala bloods like pannunga,NON_HATE
U1 bgm 1:18 kolaaaaaa masssssss trailer terrifying,NON_HATE
Omg .. use head phones Enna bgm da saami ..,NON_HATE
chiyan veriyan ivan pandiyan  street aruppukottai,NON_HATE
OmG! VJ anna semmeq! semmeq trailer ! expectation damn high!!love you VJ anna,NON_HATE
marning eluntha undan nera nkp trailer parka vantha angaali pangaali ellaam oru like podunga,NON_HATE
Rangaraj pandey tha adaki vaasi thaliku munnala vaal aadakudathu !!!!,HATE
Vera Level bgm and stylish Vikram sema mass....,NON_HATE
U1 kaga paakuradha illa sk kaaga verukuradhane therila but mithran + u1 kaaga kandipa paakanum,NON_HATE
என்னங்கடா போறபோக்குள என் தலைவர கலாய்கிறிங்க தாக்கல்தான் பாத்துக்க,HATE
Yaaru pa antha 39k dislike.. Uh... Bayanthuteenga pola...  antha bayam apdiye irukatum thalaivar mela...,HATE
Seeman Annan pesiyadhu idhai solliyadharku nanri...,NON_HATE
I am waiting ..sk super star,NON_HATE
Thala Tamil cinemave meranthu poeirukku sema tamilukku tamilanukkum ithuthaa getthu da,NON_HATE
B G M  Mega hit,NON_HATE
Intha channel subscriber member oda 2 madangu per trailer ah patgu irukanga,NON_HATE
Hero fans  like it,NON_HATE
ட்ரைலரே  இப்படின்னா  முழு  படம்  எப்படி  இருக்கும்,NON_HATE
வேண்டாம் காதல் திருமணம்.  குடும்ப உறவுகளை  வளர்போம்,NON_HATE
Thalivaaaa pakka pakka Veri earuthu..........,NON_HATE
Youtube marupadiyum overload aki block akiduthu viewers,NON_HATE
திருநெல்வேலி மாவட்டம் சிங்கம்பட்டி இளைய பசும்பொன் குருப்ஸ் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE
எ லே...ரஞ்சித் பொட்டை  திருமாவளவன்  உன் அம்மா  புன்டையை கிழிச்சமாதிரி படம் வருது போயி  பாரு லே  சுன்னி   பள்ளன் பறையன்   மற்றும் சில வீரர்கள்  எனக்கூறும்  ஈன  சாதி பயலுகளுக்கு  சமர்ப்பணம் வீரம்விளைந்த  திருநெல்வேலி   சீமையில்  வாழும்  மறவர்  சங்கத்தின்  வாழ்த்துக்கள்,HATE
Yeaaaah 10 Million....  Still Roaring....,NON_HATE
Namma manatha vanganune ivan padam yeduthurukan.,HATE
Absolutely stunning Selva sir  Yuvan's therii BGM,NON_HATE
Very very very interesting trailer. Waitingggggg,NON_HATE
Harris dev movie bgm ah podrukar,NON_HATE
Aduthavanga Valarchiyum Vetriyum Ungalanala Thangaa Mudilana Kathariye Saavungadaa,HATE
"What an amazing star casting,  super starukkitte modhappovurathu  sariyana aambalakkoottam....",NON_HATE
Itz like keka beka short film!!,NON_HATE
"Ethu 96! Yara yemathuringa! ,! VERA LEVEL TROLLING",NON_HATE
Na 100 time Mela parthutan Vera yaru parthutiga,NON_HATE
Andha gun sozhatra style Vera level....,NON_HATE
யாதவர் சமுதாயம் சார்பாக  வெற்றி பெற வாழ்த்துக்கள்,NON_HATE
Ayyayooo Thala. Goosebumps. Ethir paakave illa.,NON_HATE
கோவை மாவட்ட வீரசைவ ஜங்கமர் சமுதாயத்தின் சார்பாக திரௌபதி திரைப்படம் வெற்றி அடைய வாழ்த்துகிறோம்....,NON_HATE
Enna Mari veetuku Theriyama ippa trailer parkuravanga Yaravadhu irukeengala,NON_HATE
திருமாவளவன் உனக்கு தரமான செருப்பு அடி இருக்கு டா,HATE
"Kuruma charactera semaiya vachi sainchirukka mohan Bro, athe blue sokka, kannadi",NON_HATE
Oh my கடவுளே rithvikaaaavvvaa... Waiting 4 moo V  Rithvika voice talking slanging Miya Miya...,HATE
கொய்யால எங்க தலைவரையும் கிண்டல் பன்னி இருக்கிங்களா...... ஆனா நல்லா தான் இருக்கு,HATE
I m here for Vivek Oberoi,NON_HATE
Ellam nalla panitu andha mask matum enda Krish mask veikrenga,HATE
"I love tamil superstar Rajnikanth,,,,,,,,, from Bangladesh",NON_HATE
Thalaivar Mass ah Irukaru palaya rajini ah paatha maari iruku,NON_HATE
Keka peka keka peka short film super,NON_HATE
Kola gandu le irruken mavane kollama vida maaten - Kaali message to all,HATE
Super star fan from Kerala like here,NON_HATE
Jhonvi kapoora nadikka vachurukkalam.miss you jhonvi,NON_HATE
Kola kandla iruken mavane kollama vida maten what a punch!,HATE
Maybe newgen  Sillunu oru kadhal ?,NON_HATE
vera level Thalaivaa... sirapana tharamana sambavam... waiting,NON_HATE
That bgm.. do or die,NON_HATE
All the best Ajith SIR - Pink was outstanding - So does Neerkonda Paarvai :),NON_HATE
Panathirkaga padam eadukamal ..nadapu nigalvugalai padama eaduthamaiku nandri,NON_HATE
Surya sir fans hit like minimum 300 k,NON_HATE
Naraya naraya naraya naraya likes panunga,NON_HATE
kekka bekka short film pa idu,NON_HATE
thala fans enkadapa poiteenga...  views um pothathu likes innum 1M varavillai..,HATE
Thalaivar so young 🥰🥰🥰🥰🥰 yaru da sonnathu vayasaairuchen nu,HATE
Best trailer i have ever seen,NON_HATE
Thalaivarukku vayase aagathu Waiting For petta paraak Vjs marana mass,NON_HATE
எனக்கு ஏனோ காதுக்குள்ள 'சம்போ சிவ சம்போ'ன்னு தான் இன்னமும் கேட்டுக்கிட்டிருக்கு..,NON_HATE
#என்றும்_தலஅஜித் #NerkondapaarvaiTrailer Crossed 11 Million Views.,NON_HATE
Thalaiva vera level Nalaki trending neethan thalaiva,NON_HATE
Who is thalaivar veriyan likea pottu ponga,NON_HATE
Nichayamaa intha thiraipadam summa ninnu pesum,NON_HATE
தேனி மாவட்டம் வீரசைவ பேரவை சமுதாயம் சார்பாக இத்திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE
varlaam varlaam va bairavaaa semma BGM ...,NON_HATE
இதுல இட்லி சீன் இருக்கா இதுலயாச்சும் உன்மைய சொல்லுங்கள்,NON_HATE
Kikabika short flim ma movie eduthurukiga,NON_HATE
எங்குல பெண்கள் மீது கை வைப்பவன் எவனாக இருந்தாலும் அவன் எமனாக இருந்தாலும் தன்டனை மரணம் .. படம் வெற்றி பெற வாழ்த்துக்கள்..,NON_HATE
Indha maari trailer kku ellam evan da unlike panradhu????,HATE
90s kids madilaruthu kuthicha shakthiman kapathu varu,HATE
NGK odalanu odaney...kaapan vanthu kapathuraro??? Parpomm... Mersal+viswaroopam Mari irukumo!!! Let's wait and see..,NON_HATE
Vijay fans dislike pottu oomba vandhutanga THAYOLI poitu unga amma shidhiya oombungada,HATE
Thalaivar:Naan arasiyaluku varuvadhu urudhi..Hey idhu 96..Yara yemathirungam,HATE
Ponmanikam velu sir enga oorlayum irundhurukar salem kakapalayam station,NON_HATE
"Thala Kola maasss..!!!  Ingayum sila Echa naaiga vanthu.. less views.. less likes, nu kadharitu irukanuga.. potta pasanga...",HATE
Vijay + Mohanlal  = Jilla  Surya + Mohanlal = kaapan,NON_HATE
Thala innaikutha enakku theirum trailer vanthathu,NON_HATE
Meesaya murukku fans only like here,NON_HATE
Intha movie ku kandipa aatharavu tharanum.thairiyama nadicha ellarukum ennoda vaalthukal.intha movie director vaalga,NON_HATE
திரௌபதி என்பவள் ஒரு விபச்சாாி என்பது எத்தனை பேருக்கு தொியும்   ஆள் ஓழாட்டம் தேவுடியா திரௌபதி,HATE
STR & Vijay Sethupathi Fans Like adraaa,NON_HATE
"Trailer super eruku vazhthukal director sir innum itha mathirri niraya padam yedukanu neenga, vankodama sattatha pathi konjam sollunga atha thappa use pandranga yengala mari niraya peru antha sattathala padhika pattu erukaranga",NON_HATE
Ivan trailer pakka matta rajini pathi pesana sinnanga athan pathen,HATE
draupathi padam vetri vazthukal ivan devan samuthayam,NON_HATE
varlan varlan VA varlan VA bhairava,NON_HATE
கொங்கு வேளாள கவுண்டர் சார்பாக வாழ்த்துக்கள்... புது முயற்சி தொடங்கட்டும்,NON_HATE
"ASURAN, KAITHI BEST MOVIES OF 2019",NON_HATE
Sk U1 Fans like hit,NON_HATE
adaee Enna da ippadi irruku evlo periya aalu,HATE
இதுல கமெண்ட் செய்துள்ள அதிகமான பேர் ஜாதி பெயரை சொல்லி திரைப்படம் வெற்றிப்பெற வாழ்த்து தெரிவிக்குறாங்க...,NON_HATE
Rajini Oda gethu idhan innu koraiyalaaa,NON_HATE
சில்லுகருப்பட்டி ஆக என்ன தலைப்பு சூப்பர் இன்னும் நம் மண் வாசனை இருக்கு,NON_HATE
Ineme vanniya ponna pakka kooda yosichi pakkanum,NON_HATE
வாழ்த்துக்கள் அண்ணா .  மிக அருமையாக உள்ளது நன்றி.,NON_HATE
"Thala Da ivara minja Evanda aaa??? 28,6,2019, pm 5 ,15",NON_HATE
Agamudayar ( Thanjavur) sarbaga padam 100 nal oda valthukal mamavalavana serupala adikanum entha padatha ekaranathakondum vitrathinga,HATE
நெய்வேலி மற்றும் விருத்தாச்சலம் சார்பாக மனமார்ந்த வாழ்த்துக்கள் அண்ணா 🥭🥭🥭🥭🥭🥭🥭,NON_HATE
"Pongalukku enna panna porom, Petta parkaporom",NON_HATE
