Comment_clean,Label_id
"kola mass0:56,  1:31,  1:41. vijay sethupathi",0
suriya anna marana fan from mumbai,0
edu ena da amma ku vanda sodana,0
keka beka short film da ithu,0
dislikes ku porandhavaugala irupanuga pola manasachi venum etukum,1
i'm all ready have bartell sim i can change this to following packages,0
படம் 100 நாட்கள் தாண்டி வெற்றி பெற வாழ்த்துக்கள்.,0
சாதி மதம் என்ன மனித உயிரை விட பெரிதா. இந்தியா சாதி மதம் அப்டினு சன்டை போடுது வல்லரசாக எப்படி ஆகும் அதான் எல்லா மூலாதனம் இருந்தும் வளர்ச்சி இல்லாமல் இருக்கு,0
comments parka vandha padika vandha nanba nanbigal like pannitu pooga,0
ape ge gawata signal kanuwak hai karahalla etakota gannan..,0
maas thala ..ela charectarayum pinni edukrenga ..sema ..bravo bravo ..bravo ..,0
dai  nee vijay ajith padam paathu tha sirikanunum avasimaye ila  theatre ku vanthu un padatha paathu kevalama sirichitu porom iru 🤬,0
vikram fanzz kamal sir fanzz vanthu ennoda channelila red button click pannke,0
karthi anna ahka mattum trailer paatha,0
who is biggest fan of rajini hit like,0
කරුණාකර මේක හදලා දෙන්න නැත්නම් අලුත් sim එකක් එවන්න..,0
ithu enna adutha sattai 3 ah??,1
monwada me error.,0
bigil part-2 vaa.. kathir.. yogibabu irukanga vijay illaya,0
"intha natula ovanum oru vithamana paithiyam..nanga yuvan,surya,selvaraghavan combination mela paithiyam",0
jai.. vijay sethu pathi jai.. chiranjeevaa.. syeraa.. narasimha reddy syeraa.. vijay pandya,0
oruthar mela neenga viswasam kaatrathukaga innoruthar enn asinga paduthu ringa,1
இந்த படத்த நா பார்க்கிறதே.. லீலா சாம்சன் & சாரா'க்காகதான்,0
අනේ අපේ වයිපයි ස්පීඩ් වෙයි නේ🙄🙄,0
haha  vanthutaru daww palaiya thalapathy athey mokka dialogue oda,1
nama thalaivar idhuladhan real hero mari azhaga theriyraru'chaava',0
"nalla iruku super , enga thalaiku nalla pottiyana padama varanum apo than dabule mass aa erukum",0
ultimate thala. edho hollywood moovie pakkuramari irukku,0
inda concept madiri oru hollywood padam iruken pa🤔🤔 idhu anda padam remake aa🤔🤔,1
thala thala thala thala thala thala thala ajith,0
adhi looks like kidhuku koodhi in thumbnail,1
don’t forget to kill the like button 🤩🤩,1
vera vera vera level thala maassaa daa,0
"hey, guys, bigula vida kaithi nalla erukku nu solluravanga mattum like poodunga",1
flop agaura movie ku trailer vantha enna varla na enna,1
wow semma  marrana bayum unndaakum oru  nimisamum oru  nodigalum  sedhikiya ajith sir  semma fever vivegam superb thriller,0
your gentle eyes were stern when i needed a lesson.,0
"රුසියාවේ උන් මෙයට ak47 කියන අතර ,ඇමරිකාවේ උන් මෙයට m16 කියනු ලබයි.",0
தமிழ் ராக்கர்ஸ்ல கூட இந்த நாடகத்த ரிலிஸ் பன்ன மாட்டான்,0
adengappa vera lvl shankar sir pinnitingha vera lvl sir,0
thala and yuvan => mega mass !,0
adchi oda vidu ellarayum orama nadandhu varareda enga thala veerama  thala bloods hit like her,0
trailer mayiru madhiri iruku aamai nakkis,1
suriya anna came back idu than suriya style..,0
ஏண்டா தேவுடியா பயலே ஜெயம் ரவி உன் கோமாளி படம் படுதோழ்வி அடைந்து தயாரிப்பாளர் பிச்சை எடுப்பான். உங்கோத்தா நான் உன்னை வெளியில பார்த்தால் உன்னை கொன்னுட்டு ஜெயிலுக்கு போனாலும் சரி மீண்டும் வந்து உன் பொண்டாட்டிய செய்யனும்டா..சாகுடா..அந்த டைரக்டர் தேவுடியா பயல் விரைவில் வாகனவிபத்தில் சாவான்.,1
denata pawichchi karana namber ekata hada ganna puluwanda,0
omg tamil nadu la evlo jathi erukka ..why ellam jathi pera pottu valthuringa apdiye valthulame.. yen ellam jathi mention pandringa guys.. யாதும் ஊரே யாவரும் கேளிர்..jathi .. matham nu ella pirunjinu erukkinga..,0
මාසෙට 1tb වත් ගන්න වෙයි පැකේජ් එක 😂😂,0
gerhold contact number ekak danna kenek mata ewanawada plz help me,0
santhanam sema ya acting nd lukg handsome,0
"இஸ்லாமியர்கள் சார்பாக வரவேற்கிறேன்,என்னதான் அரசு வேலை கிடைத்து வாழ்க்கை தரம் உயர்ந்தாலும் கலாச்சாரம் மாறலை, புள்ளீங்கோ பூராம் குறிப்பிட்ட சமூகமாத்தான் இருக்கு,என்னதான் முஸ்லிம் மதத்துக்கு பல தலைமுறை முன்ன மாறியிருந்தாலும் எங்கள்லயே சில தறுதலைக மண்டைல சாயம் அடிச்சுகிட்டு அப்பனை அரிச்சு ஒரு லட்ச ரூபாய் பைக்கை வாங்கிட்டு மற்ற மத பொம்பளை புள்ளைகளை கரெக்ட் பண்ணுறதையே பொழப்பா வச்சு அவன்க எந்த சாதில இருந்து வந்த ரத்தம்னு ஒவ்வொரு ஊர்லயும்,முஸ்லிம் தெருலயும் நிரூபிக்குறான்க,சொல்லப் போனா முஸ்லிம் மதத்துலயே கண்ணியமான எங்களை போன்றோர் அந்த ஈனப் பயல்களை விட்டு விலகியே இருக்கிறோம்..",1
"vanmathin utcham.. paa ivalo comment type panni like vangunavan, like pottavan nenachi payithiyakara pasanga kuda vazhura mathri irukku. daii nenga ellarom than da real terrorist..",1
தல வெறியர்களோ விசய்யின் மெர்சல் டிசரை குறைந்தது 100கே டிஸ் லய்க்காச்சும் போடனும் தல ரத்தங்களோ,0
சில படத்தோட டிரெய்லர் லயே படம் ஹிட்டா இல்லையானு சொல்லிறலாம் .. இந்த படம் sure shot ..,0
nethi unu sim ganne kohomad,0
team kokis,0
therinja amaigalavida theriyatha amaigaluku allu adhigama irukanum..,0
trailer ye pyscho maari than irukku.. oru yelavum purile..,1
"50 min.  116 k likes,  thala da..",0
whatsapp thibbanam ayeth hilpert use karanna gannawa,0
දන්නේ නැත්නම් වෙන සිම් ඒකක් දාල බලහල්ලා,0
unlimited gb sim have or,0
apram arasiyalvaathi avan payyanukku arisi vikkava solli kuduppan politics ah solli kuduppan ketta vaarisu arasiyal nu koovurathu,1
மணிரத்னத்தின் படங்களில் இது சில வேறுபாடுகளுடன் காணப்படுகிறது. இருந்தும் குடும்ப பின்னணியில் ஏற்படும் முரண்களின் தொகுப்பாய் அந்நியன் ஒருவன் புகுந்து குடும்ப வேறுபாடுகளை தனக்கு சாதகமாக பயன்படுத்திக் கொள்ளும் ஒரு கதை நடை என நான் உணருகிறேன.. தேர்ந்த நடிகர்கள் சிறந்த இயக்குனர் சிறந்த இசையமைப்பாளர் சிறந்த  கவிதை ஆசிரியர் பாடலாசிரியர்.. ரெடியா ஒட்டுமொத்த எதிர்பார்ப்பாய் நல்ல வரன் அமைய வாழ்த்துகிறேன்..more expectations அது சில நேரம் பலமாகவும் அமையும் தவமாகும் வர வாய்ப்பு அதிகமாக உள்ளது,0
na adhiil fan dha. ana indha padam flop uh,1
unp එක මේ පාර වැරදිලා හරි දින්නෝත් ඒකත් add වෙන්න ඕන පුදුම හතට..,1
oya post helpful 👍,0
lkg க்கு அப்புறம் ஒரு முழு அரசியல் படம் ngk,0
semaya iruku kabaliku iruntha mass iruntha vera level ah irukum views and likes eppo arasiyal varenu sonnaro mass kammiaiduchi,0
නැත්නම් අපිට කඩෙන් dvd ගෙනත් බලන්න පුළුවන්.,0
පැයබාගයක් ෆෝන් එක කනේ තියන් ඉන්න ඔින.එපා වෙනව.,0
trending no 2 in malaysia and singapore.. thala no 1,0
masekata rs 600k withara danawa eth thawama mega chandrika eken sathapahak hanbuna na 😢😢,0
"100 k likes, vaa thalaiva vaa",0
download now via t&c #mylebsack,0
மார்னிங் ட்ரெய்லர் பார்க்க வந்தவங்க ஒரு லைக் போடுங்க,0
thopi maha jara jakku customer service na comlpme walata reply na,1
தர்மபுரி மாவட்ட சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0
பிராமணர் சமுதாயத்தில் இருந்து முழு ஆதரவு சகோ,0
one year aachu movie enka da,1
keka beka short film ah idhu??🤔🤔,0
பெண்களுக்கு வீரம் மட்டும் போதாது விவரமும் வேண்டும்.. அருவாளைவிட பேனாவின் முனி கூற்மையானது.. பெண்கள் அறிவு சார்ந்து படிக்க வேண்டும்..,0
comment eka helpful 😎,0
singam 2 va fast forward ellama hari eduthirunthaarna 6 mani neram odum.. idhu ethana mani neram odumo..,0
my view and like dis treaser only for vaani bhojan,0
රුපියල් 15 වගේද දෙන ආතල්,0
vera level thalaiva i am vaiting,0
meka hoyalama mage oluwath ridenawa yku.,0
nkommala vera level finally u1 and selva marana bangam.. wait pannadhu வீண் aagala,0
thonganumanu irukku trailer pathu kitty irukkan  for my thalaajith ikkaga,0
all the best lionz,0
thalaivaa epe varuvaai thalaivaa i am waiting,0
suriyava ipdi pathu evlo naal aagudhu,0
loka horu! !!,1
unbelievable  .  so much love to kangana,0
දෙයි 100ඉටිගෙඩියක්,0
lord of the reload mega වාසනා 21 වන සතියේ රුපියල් ලක්ෂ 10 සුපිරි ජයග්‍රාහකයා - රාජේන්ද ජයශංකර් - යාපනය.,0
i am waiting for ner konda paarvai,0
thala fan from  belgium,0
surya anna  epavum singam than,0
#யாதவர் சமுதாயம் சார்பாக இப்படம் வெற்றி அடைய வாழ்த்துகள்,0
yaarum keela scroll pannirathinga like kettu oru kootam suthuthu,1
වාසනාවන් පිිලිතුර සි,0
trailer lam nalla irukku..!! aana padatha release panna maatringale pa..,1
apita 4g denne nadda.,0
தமிழ் மக்கள் சார்பாக வெற்றி பெற வாழ்த்துகள்,0
semma trailer..  vera level,0
ai gerhold cd naththe dan godak than vala,0
අපිත් ඔයාලව සප්ප්‍රයිස් කරන්නද?,0
lebsack eken dan samaposhath bedanawada hkzz,0
"mama gerhold eke 2g network ekata pacaje ekak active kala.mama sim eka 4g walata ,maru kala.dan ara deta iwarawenna onada",0
simbhu fans waiting 4 marana maass,0
"and to those who don't support our team whether they are winning or not, go and sit in the corner and face the wall!",0
ஏண்டா பொள்ளாச்சியில் ஒரு சம்பவம் நடந்தது சொந்த சாதிக்காரனு அப்படியே வாய் மூடிட்டு இருந்திங்க அதை அடுத்த சாதிக்காரங்க பன்றாங்னு காட்டுவீங்க அதாவது அடுத்த சாதிக்காரனவது அந்த பொண்ண காப்பாத்தணும்னு தான்ட  இருக்காங்க ஆனா சொந்த சாதிக்காரர்கள் சீரழிக்கும் ஒரு சம்பவத்தை ரெண்டு பேருக்குள்ள சண்டை மூட்டிவிடடுவது உங்களுக்கு ஒரு பொழப்பு தூதூதூதூ,0
vanniya mutharaiyar saarbagam padam vetri adaiya vazhathukal pondicherry,0
நமது படம் வெற்றி பெற பெருவாரியான வாழ்த்துக்கள் நாம் அனைவரும் ஒன்று சேர்ந்து நமது படத்தை வெற்றி பெற வைப்போம் நாம் அனைவரும் நமது சமுதாயப் பெண்களை காப்பாற்றுவதற்கு இந்த படம் ஒரு உறுதுணையாக இருக்கவேண்டும் இந்த படம் வெற்றி பெற வாழ்த்துக்கள் வாழ்த்துக்கள் வாழ்த்துக்கள்,0
90's parithabam: mela irundhu kudhicha sakthi maan kapathuvaru,1
et rupawahini sanstawa me karapu de godak watinawa.,0
suriya.. suriya.. jyada de uzala ..  dino din chalne wala..  suriya suriya,0
1.08 enga appa epovum solluvaru,0
vera level da trailer  waiting for release date devan da,0
මේ මළ ..ත්තේ මොන ..කක්වත් නැ,1
vijaysethupathi str mass kandipa padam mersal hitt ta,0
හා බන් ඕකේ 😂,0
super sir. 100 vaati paathu padatha success aakurom sir. indha maari 100 padam varanum sir,0
4g sim eketh 3g signal enne 028 0704311,0
அடேய் மனசாட்சி இருந்தா இப்டியெல்லாம் படமெடுப்பீங்களாடா..?? இளவரசன் கோகுல்ராஜ் சங்கர்னு செத்தவன்பூராம் பட்டியல் சாதி பசங்கதான்டா. அதுமட்டுமா நந்தினி கலைச்செல்வி ரோஜான்னு வரிசையா காதலிச்சவன நம்பி ஏமாந்து உயிர விட்ட பொண்ணுங்களும் பட்டியல் சாதி பொண்ணுங்க தான்டா. நீங்களெல்லாம் திருந்தவே மாட்டீங்கடா,0
2019 la super social message thala vera level sir nenga i love u  thala  sir,0
මේ පොඩි පොඩි තරග නෙවෙයි රටක් විදියට ජාත්‍යන්තර තරහ පවා අපි දිනලා තියෙනවා❤️ ❤️දකුණ❤️,0
teaser vera levl nu sollravanga mattum like podunga,0
intha music engayo keta mathiri iruke ena padam,1
im getting messages for disconnecting.,0
මෙයැයිලා මේ අපේ රටත් එක්ක හැප්පෙන්න ඇවිලා නැට්ටෙ ඉදන් ගොම නේ..,0
1nal record kuda intha intha ajith padam beat pana mudiyathu polaiye  like erikitea iruku..,1
"நாட்டுக்கோட்டை நகரத்தார் சமூகம் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துகள் , அண்ணா ,",0
last vannu ella kaiyadiyum vaanghi kondu pogum athaanu vjs,0
"therefore, we are thinking to discontinue nikz tv and go back to lebsack tv.",0
epo dha trailer sudu pudikira madhary thonudhu,0
"we left without internet, nikztv and phone for more than 24 hours.",0
mage rank eka basae pin eka hinda,0
ஜாதி இல்லையடி பாப்பா ஆணா ஓசி சலுகைகள் வேண்டுமடி பாப்பா. கடவுள் இல்லையடி பாப்பா ஆனால் ஓசி பிரியாணி வேண்டுமடி பாப்பா.,1
nala maathi maathi adichikinu saavunga da.. elarum sethuta nalarkum.. jaathi pakama irukravan jollya irupan ninmathiya,1
oyalage lebsack aluth card awada,0
ena mena teka ajith ena baika,0
yevanavadhu pondati pulakutti sentiment iruntha odipoidu mavana semma gandulla irukka,1
poyi poyi ivellaa mass kaatta aarambichitta,1
today nyt kulla 10m views varum nu soldravaga smash like,0
ඒකෙ ඇඩ් ටික අහන්න විනාඩි 15 විතර යන කොට සල්ලි ඉවරයි.,0
thalaivar vera lvl .. thalaivar eppavume vera level massuu dhanda..indha pongal therikka vudrom..,0
last line hats off unaku yara palaya frnd irukangala🤨nambatha  crtaana line,0
ada paka thama samaranna wene,1
ennayya..namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth..,0
කොහොමද හදාගන්නේ මේක,0
"அடிச்சா அமைதியா போவது அந்தகாலம், அடிச்சா திருப்பி அடிப்பது இந்த காலம்",0
suprb ..kidu trailer .. u vijay anna,0
io super anna nenka eppavum kalakkurinka jeikirinka surya unka fri thane acting konsam solli kudunka,0
thala mass nee vaa thala semma verithanam,0
ennappa ponagakuku release panrentu january 10 release date solreenga.,0
dei naaigala.. jaadhi ungala mirugamaki vachiruku da muttalgala.. vaalthukkal solra naaigala ithuku onnukoodi vaalthu solra pala jaadhi naaigala neenga unga pala jaadhi kulla marriage pannika mudiyuma da..neenga ellarume oruthanuku oruthan jaadhi la uyarnthavan thalnthavan nu ungakitaye pirivu iruku..thirunthungada,1
"on 19th of february, paid 249 and was watching unlimited youtube on my mobile:077 954743 until yesterday 25th feb.",0
card eka add karala 250 reload ekak dammoth harida,0
2m likes varanunu asai padaravangayellam like pannunga,0
poda punda..eanna eatuthalum ranjith anna kitta vara mutiyathu,1
my fav star role model suriya annan and lalettan daa,0
indha ulagamey engala ethirthaalum!!ellaa soozhnilailiyum!!ajith fans aana naanga thothutoamnu thothutoamnu!!enga munnaadi ninnu alarnaalum!!naangalaa othukkuravaraikum evanaalum engeyum eppovum engala jeika mudiyadhudaa!!,1
vijay : ennadaa panni vachi errukinga hip hop aadhi :  hahahaha,0
trailer ennamo nalla dhan iruku..election munnadi film release panni irundha konjam awarness haa irundhu irukum..,0
now srilanka no 2 on trending,0
ඇයි අපි ඔයාලව recommend කරන්ඩ ඔනී 🙄🙄🤚,0
enna acting da en thalaivan suriyaa,0
නැත්නම් 197 ට විනාඩි 200ක් ඕනම නෙට්වර්ක් එකකට තියෙන එක හරි කමක් නැහැ.,0
verithanama irukku  suriya anna,0
wena kenekge sim ekak mage namata harawanne kmada?,0
හුත්ත off peak කියල පුක දෙනව..,1
surya is super surya fans like adikku makkaallee,0
"whenever i call my regional office ( nugegoda) , nobody answers the phone.",0
ha ha ba dai seripa irruku moraikadha,1
vetrimaran sir padam.  nambi polam.. padam hit.. by thala fans,0
surya anna fans matum like pannunga,0
pls dubbed telugu  pawan kalyan fans,0
ஹீரோ முகம் அன்புமணி அண்ணன் போல் இருக்கு .,0
please don't attack our traditional game,0
(1) maas suriya (2) irukaradhu laiyea harris jeyaraj avan thaan athigama surya padathukku music potrukkaan.,0
adei nan tn  but kerala la work pantren  kerala la vijay ku surya ku fans athigam nu kelvi padruken  intha teaser la than unmaya pakren  kerala.fan oruthan powerful dialogue nu sollirkan  legents only understand this comment,0
ඊයෙ ගහපු හෙනේටත් ගහල ගියා ගෙනල්ල මාස 6ක් නෑ මේ පිච්චුනේ 5 වෙනි සැරේට..බට පොල ඇන්ටනාවක් හරි කරන් tv බලනව මීට වැඩිය හොදා..,0
cuddalore district  vanniyar sangam saarbaga vazhthukal,0
mun. ok. koma. wesio,1
ini kunjith ku aappuu dhaan..avan pozhapula kai vechaachu..,1
indha madhiri psycho movies tamil la neraya varanum nu nenaikkaravanga like ah thattu,0
ගින්දරක් මාස 3කට දැම්මා thank you hilpert,0
thalaivar vera level!! karthik subbaraj yenagaya iruntha ivalo naala.. 02:00 kola gaandla irukkam mavaney kollama vidda mataen insanee :p,1
திரௌபதிஎனக்கு மிகவும் பிடித்த பெயர்..ரொம்ப நாள் காத்திருப்பிற்கு  பிறகு நினைத்த கதைகளத்தோடு  கிடைத்த தரிசனம் இந்த படம்..நிச்சயமாக வெற்றி பெறும்..,0
1:56 thalaivar oda dialogue vera lvl,0
கொண்டையன் கோட்டை மறவர் சார்பாக வாழ்த்துக்கள்.. இவள் திருநெல்வேலி மறத்தி,0
me marvel fan to vjs: nee enna venalum sollu nee engluku edhiri dhanda,1
hoda number akak ganne kohomada,0
raatchasan maathiri bgm irukkuma vera level la irukkum,1
කෝල් කරන්නම් කිවුවා දැන් දවස් දෙකක් වෙනවා කෝල් එකක් නෑ.,0
pondicherry vanniyar sangam padam vettri pera vazthukal,0
soda bottle kaiyila..6 surya is back again..mass,0
dislike pandravanga elam rajini sir ah parthu poramai pidichavanga..,1
omg marana mass lokesh sir we r waiting thalapathy 64..,0
ගහෝල්ඩ් එක ඇප් එකෙන් රු.498/= අන්ලිමිටඩ් ඩේටා දෙනවා කියලා කරන්නේ තනිකරම බොරුවක්.,0
vijay sethu pathi yoda thivara fan na avarkruka tha padam papen,0
gerhold නම් msg එකක්වත් සිග්නල් නැ ඉදිරියේදි coverage 2ම එකක් වෙයිද ??,0
super trailer bgm vera level gv prakash anna,0
உங்கள் முயற்சிக்குத் தலை வணங்குகிறேன்  படம்வெற்றி பெற வாழ்த்துகள்,0
semma semma mass  semma them music,0
கமெண்டில் கூட சாதி சங்க மா? எப்போது ஒழியும் இந்த சாதி வெறி..,0
10+ million viewers supper star vijay,0
எத்தனை நாளைக்கு நாங்கள் கீழ்ஜாதி நாங்கள் செய்தால் தவறில்லை என்ற ஆணவத்தில் ஆடி பெண்களை நாசம் செய்கிறார் இந்த படம் அனைவரையும் செருப்பால் அடிக்கும் என்ற நம்பிக்கை,1
kozhaigalavum pottaikalavum irukum pathi matha jathi amblainga irukum pothu atleast amblainu solla veera vanniyars thevar jathi la konja amblainga irukanga perumaya iruku .. mannu ponnu ..oru pombla vetuvanu solrathu ananthama iruku .. super super mass panunga,1
ඉගෙනුම් ඉලක්ක සපුරා ගැනීමට batz online learning platforms වෙත පිවිසෙන්න.,0
kaithi trailer vera level bigil ku sangu than pola,1
thalapathy fans try pannuranuva.. to dislike.. paavam.. ithu thala da,0
බලංගොඩ ට නැ සිග්නල්,0
"m.jalagandapuram,salem districtveera vanniyar kula sathriyarkal saarpaga throwpathi movie veera vetri adaiya vaalthukal..",0
ayesha looks like..porn star dani daniels .. like who agrees,0
oh why this put some lebsack promo..😀,0
trailer sumaar nd long..ana rajini so like poduren..po. .,0
டைரக்டர் கு முதல் படம் னா நம்ப முடியல,0
aiyoo..nan enna pannuven..utube la haha reaction poda mudilaye,0
ayan mari best kudupeenga nu namburom,0
i'm from karnataka i love thala,0
kuruma pondra boyskku ongalukku vantha ratho goyala yengalukku vantha thakkale satniya da  oru oru puillaum pakka veandiya pado,1
ඔක්කොම කමෙන්ට්ස් ලෙබ්සැක් එකට බැනපුවා 😂,0
தற்போது நாட்டில் நடந்து கொண்டு இருக்கு  நிகழ்வுவை திரைபடம் வழியா கொண்டு வந்ததுக்கு  மிக நன்றி,0
marana  mass teaser mariana waiting for kaapaan movie,0
onumea puriyala.. ena concept nu therla,0
rajikanth: na arasiyaluku varuthu  uruthi..  jeyamravi: ithu 96 yara yemathiringa? sema.. sema.. sema..,0
11 million thalaivaa i love u thalaivaa,0
how to activate this package?,0
paavum hip hop uh sirichu sirucheh karanji poitaan olliya🤣,1
didn’t receive loyalty data,0
padam mokka nu paathutu vanthavanga like pannuga,0
aka dawas kiyak thiyenawada?,0
vera leave trilar superb jayam ravi sir,0
shivakarthikeyan fans hit like here,0
enna da kaatuthanama trailer cut pannirukeenga original agmark psycho padam polarukke.. paduthulayavuthu ethavuthu vasanam irukka.. illa beethoven album cover background pottu mudichuruveengala.. enna udayanidhi thaan set aavaranu therla.. let's see.. but tharamana trailer nalla muyarchi.. valthukkal..,0
oruthar maela viswasata kamika innoruta asinga padata kudadhu sema dialogue 🤘,0
am from telangana i am big fan surya sir,0
ඔයා මොකුත්ම නොකර හිටියත් customersල බඩු ගන්නකොට ඔයාගෙ account එකට profit එකතුවෙනව.,0
suba naththlak,0
lovee0769690361,0
last dialogue  epo ellam may epd than jalra taturaga,0
ඉර නෑවත් සඳ නෑවත් කෙල්ලො නාන්නේ නෑ,0
"well first i commented this, then you guys asked to send a msg.",0
epdi da ungaluku jayam ravi sir movie ku dislike poda manasu varuthu..  .. but jayam_ravi sir neega semmaa  lots of love for you.. keep rocking sir & choose different scripts like this.,1
otha indha varusham naanga dhaan da ccv rocks,0
good bye #lebsack,0
almost king maker ak in nkp,0
director korean series rombo parparnu nenaikraen,1
ipdi neraiya neraiya neraiya views venumm,0
i want to add this facility.,0
මේ වන ව්ට ඇමතුම් 30ක්ට අදික ප්‍රමානයක් ලබා ගෙන පැය 10කට පමන ආසන්න කාලයක් ඇමතුම් වල සිට ඇත..,0
மிஷ்கின் சார் நீங்க வேறலெவல் கிரயேட்டர்..,0
"surya anna ,u1,selva raghavan ..ithu vetri koottani #goosebumps..",0
all the best for kaappaan(movie sep20),0
udaiyar sangam sarapaga draupathi padam vettri adaiya valthukkal.,0
thalaku evalu haters iruntalum thala nala gethu,0
unna than solranga.  athuikku yen rajini group kovam varuthu.  makka appo muttala. .,1
ptta unlimite you tube pack akak ❤️,0
"cheer the riders when they pass your town, batz speed up cycle sawariya 2019, 25th september 2019: men day 02 #embilipitiya #ambalantota #wellawaya #priyankawela #batz #speedup #lka",0
லேடி கூட ஃபைட் கத்தி மூவி நியாபகம் வந்துருச்சி,0
"வன்னியர் குல சத்ரியர் சார்பாக வாழ்த்துக்கள்,",0
#bartell #mic #innovation #ideation never has sri lanka needed your ideation mindset more than right now.,0
yaruku kgf climax bgm mari irukku,1
ithu thaan da rajini padam .pa.ranjith unaku paadam.,1
dey ennada deepa moonjia kaatringa  jayalalitha moonjiya kaata sonnaa,1
athey vintage nakkal la varanum,1
vere level { ultimate star  },0
தல கால்  புரியாம இருக்கோம் தல,0
shankar rajini akshay kumar ar raghuman world record,0
டேய்.. எங்க அம்மாவ என்னடா பண்ணி வெச்சிங்க..,1
sari intha padam enna sathi pathiperumaiya sollithu sollunga da  enakku puriyala,0
wish sri lankan,0
who all are after jellikettu trailer,0
ரஜினி :நா அரசியலுக்கு வருவது உறுதி  இது 96 யார எமாத்த பாக்குறிங்க  த்அஅஆ அல்ட்டிமேட்  தரமான ட்ரைலர்,0
thalaiva superstar rajinikanth very very super,0
yow kaithi pola movie ithuku apram vara never chance vera level movie,0
vere level movie..  semmaa movie..  very good movie..,0
paahh.. chance eh illa.. thaaru maru thakalk sooru.. thalai viduthalai cizhigali paarada..,1
"pongalu-ku oru sweet box parcel.. சிறப்பான, தரமான trailer..",0
padam than vegema poguthu  teaser kudava..,1
hollywood padathai paarthu kollywood pottukkitta soodu ithu,1
vivegam oru spoon+kathi oru spoon+ ko oru spoon mix panna kaapaan ready,0
kegahana ayath gihin theruna dawasata okkomala hodai.,0
enada tamil cinema eduka sonna hollywood cinema eduthu vachirkinga,1
பெண்ணை பெற்றவர்கள் படிக்கும் போதே நாடக காதலை பற்றி சொல்லி கொடுத்து வளர்க்க வேண்டும்,0
தூத்துக்குடி மாவட்ட மறவர் சார்பாக வாழ்த்துகள் மோகன் அண்ணா,0
hip hop tamila pullingo ilke podunga,0
"superstar nu sollikitu matha actors lam vanturathinga, thalaivar fans kola kaandu la irukom kollama vida maatom",1
2m varanum ethachum annuga thala fans,0
"தவறை சரி என்று படம் எடுத்து ஜாதி ஒழிப்பு என்ற பெயரில் ஜாதி வன்முறையை தூண்டுபவர்களின் மத்தியில், பாதிக்கப்பட்டவர்களின் குமுறல்களை வெளிப்படையாக திரையில் வெளிச்சம் போட்டுகாட்டிய படக்குழுவினர்கள் அனைவருக்கும் என் மனமார்ந்த வாழ்த்துக்கள்..",0
diwaliku marana marana marana marana adi iruku..kaithi marana waiting pa ..,1
my net slow. these days,0
பெண்களுக்கு பெண்களுக்கு விழிப்புணர்ச்சி ஏற்படுத்தும் மகாபாரதம் திரௌபதி,0
no words vera level la eruka poguthu waiting..,0
⁣😂 4g අම්මගෙ රෙද්ද,1
here to see rangaraj pandey sir,0
kohomada meekata apply karanne?,0
yarru da dislike pannavan?? julie purusha,1
supiri..,0
என்ன டா நீங்க பக பக பக பக னு சங்கு வேற ஊதிக்கிறீங்க🤣🤣symbolic ah சொல்றீங்களோ🤔🤔‍‍,1
පැයයි දෙන්නේ රුපියල් 10 ට.,0
vijay sethupathi fans marana waiting petta,0
சாதிகள் மேல் நம்பிக்கை இல்லாத தமிழனாக வாழ்த்துகிறேன்,0
யாதவர்களின் சார்பாக படம் மாபெரும் வெற்றியடைய வாழ்த்துக்கள்,0
wo  7.3m views  405k likes,0
"all new seasons of your favorite tv shows, only on lebsack tv!",0
telling as a diehard arrahman fan- yuvan is on god mode,0
ஏண்டா ஈன பிறவிகளா  அவன் அவன் பத்து மாசம் சுமந்து கஷ்டப்பட்டு வளரத்து தான் ஆசை பட்டத்த அனுபவிக்காட்டியும் தன் குழந்தை க்கு தேவையானத வாங்கி குடுத்து ஆசையா அன்பா பெற்ற தாயைபோல பார்த்து வளர்பாங்க  உன்ன போல பல ஈனபிறவிக இத்துபோன ஜீன்ஸ கிழிஞ்சி போன சட்டை போட்டுட்டு ஒரு நாத்த மருந்து அடிச்சுகிட்டு வந்து நனைசா பேசி காதல்னு வலைல விழ வச்சி அந்த பொன்னோட வாழக்கைய சீரழிச்சு அந்த குடும்பத்தையே அசிங்க படுத்திவீங்க பார்ததுட்டு சும்மா வாடா இருக்கனும் தேவி..யா பயலுகளா  உன்ன போல பயலுகள  அப்படி தான்டா வெட்டுவோம்  உயிரோட எரிக்க தான்டா செய்வோம்,1
dei enna da godfather mathiriye iruku,1
"is this also can be used as a router, i mean is this provides internet connection",0
சாதி வெறி புடிச்ச பொட்ட பசங்கதான் இப்படி சாதியை ஆதரித்து படம் எடுப்பார்கள். எதுடா நாடக காதல் உங்க சாதி பெண்கள் இல்ல வேற எந்த சாதி பெண்ணும் எங்களை நம்பி வந்தா அவங்க மேல உயிரை  வைத்து ராணி மாதிரி வாழ வைப்போம் டா நாய்களே. இவன் மாவீரன் dhiva,0
vere level ngk .. surya annaa,0
